sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.23,-8.11,-4.46,51.97,14.89,3,2,7.04,2.05,351,0.45,12.74,27.74,2.16,79.04
signal1-model12330-TSM-,0.39,-16.62,-13.23,11.23,0.98,6,3,4.71,0.11,181,0.30,1.60,5.86,0.08,56.09
signal1-model1ICICIBC-IBN-,15.02,-7.86,-4.93,29.96,14.35,3,2,6.71,2.12,172,0.43,13.67,25.07,2.24,75.99
signal1-model1TTMT-TTM-,19.85,-11.76,-2.02,63.34,19.85,3,2,8.37,2.21,141,0.54,16.06,39.14,2.37,77.23
signal1-model1HDFCB-HDB-,12.75,-5.32,-3.66,48.64,11.67,5,3,8.33,1.48,213,0.53,10.35,23.03,1.53,68.74
signal1-model12303-UMC-,5.27,-11.54,-11.54,25.29,3.79,7,3,6.74,0.80,840,0.43,2.99,11.27,0.78,54.41
signal1-model2INFO-INFY-,14.18,-13.05,-13.05,41.72,13.61,3,2,6.65,2.03,567,0.43,12.33,29.28,2.13,87.74
signal1-model22330-TSM-,3.80,-6.71,-6.21,16.87,4.09,6,2,3.81,1.00,514,0.24,4.67,9.21,1.00,73.20
signal1-model2ICICIBC-IBN-,18.46,-4.46,3.28,36.91,17.79,3,2,7.62,2.26,63,0.49,17.07,27.76,2.42,88.60
signal1-model2TTMT-TTM-,22.07,-6.14,-4.96,64.21,22.26,3,1,9.09,2.24,75,0.58,16.95,45.76,2.43,85.57
signal1-model2HDFCB-HDB-,13.50,-6.01,-4.61,35.79,11.92,5,1,8.18,1.59,156,0.52,11.32,22.70,1.65,86.93
signal1-model22303-UMC-,11.26,-5.90,-4.02,28.43,10.04,7,2,6.08,1.79,151,0.39,9.68,18.87,1.85,77.36
signal2-model1INFO-INFY-,14.29,-8.55,-5.37,41.54,14.09,3,2,6.54,2.07,287,0.42,13.23,23.64,2.18,78.68
signal2-model12330-TSM-,-0.28,-21.33,-16.32,11.28,0.28,6,4,4.27,-0.04,391,0.27,0.55,7.17,-0.07,58.93
signal2-model1ICICIBC-IBN-,12.70,-11.54,-8.69,26.49,12.50,3,3,7.30,1.67,290,0.47,12.41,22.41,1.74,75.00
signal2-model1TTMT-TTM-,17.89,-8.57,-2.77,45.90,17.85,3,2,8.88,1.90,125,0.57,16.13,34.17,2.02,77.41
signal2-model1HDFCB-HDB-,13.31,-4.47,-0.14,55.82,12.11,5,3,7.93,1.62,147,0.51,10.73,22.19,1.68,70.81
signal2-model12303-UMC-,2.83,-8.82,-6.85,12.74,2.24,7,3,6.08,0.49,724,0.39,2.34,6.51,0.47,55.23
signal2-model2INFO-INFY-,13.06,-10.31,-9.80,33.28,12.78,3,2,6.35,1.97,429,0.41,11.56,24.49,2.06,82.47
signal2-model22330-TSM-,1.93,-15.81,-12.33,11.97,2.46,6,2,3.90,0.51,412,0.25,2.72,8.96,0.49,67.75
signal2-model2ICICIBC-IBN-,14.36,-9.31,-4.96,30.44,14.30,3,2,7.50,1.83,168,0.48,13.89,25.00,1.91,79.64
signal2-model2TTMT-TTM-,17.77,-10.94,-9.95,45.51,17.90,3,2,9.08,1.85,157,0.58,16.98,36.55,1.96,80.23
signal2-model2HDFCB-HDB-,12.55,-7.30,-5.47,44.04,11.03,5,2,7.91,1.53,223,0.51,10.34,22.71,1.59,81.63
signal2-model22303-UMC-,6.54,-6.22,-3.28,18.82,5.68,7,2,5.56,1.17,339,0.36,5.21,10.48,1.18,66.40
