sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.19,-8.11,-4.46,57.01,15.52,3,2,7.22,2.12,351,0.46,12.81,29.35,2.24,79.17
signal1-model12330-TSM-,0.32,-18.93,-15.28,11.23,0.70,6,3,4.74,0.09,181,0.30,1.51,5.86,0.07,56.32
signal1-model1ICICIBC-IBN-,15.50,-7.86,-4.93,36.66,14.72,3,2,6.85,2.14,172,0.44,13.74,25.53,2.26,76.22
signal1-model1TTMT-TTM-,19.93,-11.76,-2.02,63.34,20.12,3,2,8.35,2.22,141,0.53,16.15,38.92,2.39,77.42
signal1-model1HDFCB-HDB-,12.22,-5.68,-3.66,48.64,11.71,5,3,8.34,1.42,213,0.53,10.42,22.79,1.47,68.48
signal1-model12303-UMC-,4.52,-11.54,-11.54,22.79,4.08,7,3,6.74,0.69,840,0.43,3.19,12.61,0.67,53.78
signal1-model2INFO-INFY-,14.95,-13.05,-13.05,53.73,14.20,3,2,6.88,2.06,567,0.44,12.39,30.10,2.17,87.56
signal1-model22330-TSM-,3.06,-13.09,-13.09,16.87,3.90,6,2,4.35,0.71,514,0.28,4.58,9.21,0.70,72.73
signal1-model2ICICIBC-IBN-,18.89,-4.46,3.28,40.24,18.16,3,2,7.73,2.28,63,0.49,17.27,28.50,2.44,88.78
signal1-model2TTMT-TTM-,22.45,-6.14,-4.96,64.21,22.55,3,1,9.11,2.27,75,0.58,17.23,45.40,2.46,85.93
signal1-model2HDFCB-HDB-,13.26,-6.01,-4.61,35.79,12.13,5,1,8.12,1.57,156,0.52,11.68,22.88,1.63,86.52
signal1-model22303-UMC-,10.59,-8.06,-4.02,28.43,10.14,7,2,6.44,1.60,151,0.41,9.69,18.87,1.64,76.54
signal2-model1INFO-INFY-,15.15,-8.55,-5.37,42.59,14.47,3,2,6.74,2.13,287,0.43,13.41,24.75,2.25,78.81
signal2-model12330-TSM-,0.15,-21.43,-16.32,11.28,0.02,6,4,4.34,0.06,391,0.28,0.52,7.16,0.03,59.75
signal2-model1ICICIBC-IBN-,13.21,-11.54,-8.69,26.49,12.52,3,3,7.42,1.71,290,0.48,12.51,22.30,1.78,75.22
signal2-model1TTMT-TTM-,18.01,-8.57,-2.77,45.90,17.90,3,2,8.86,1.92,125,0.57,16.43,33.80,2.03,77.58
signal2-model1HDFCB-HDB-,13.06,-4.47,-0.14,55.82,12.17,5,3,7.89,1.59,147,0.51,10.78,21.68,1.65,70.73
signal2-model12303-UMC-,2.93,-8.82,-6.85,14.06,2.41,7,3,6.08,0.50,724,0.39,2.40,7.08,0.48,55.41
signal2-model2INFO-INFY-,13.91,-10.31,-9.80,42.84,13.18,3,2,6.58,2.01,429,0.42,11.88,26.28,2.11,82.71
signal2-model22330-TSM-,2.38,-15.81,-12.33,11.97,2.22,6,2,3.94,0.62,412,0.25,2.67,8.95,0.60,68.53
signal2-model2ICICIBC-IBN-,14.85,-9.31,-4.96,30.44,14.28,3,2,7.62,1.86,168,0.49,13.81,24.85,1.95,79.86
signal2-model2TTMT-TTM-,18.21,-10.94,-9.95,45.51,17.95,3,2,9.10,1.88,157,0.58,17.21,36.01,2.00,80.61
signal2-model2HDFCB-HDB-,12.26,-7.30,-5.47,44.04,11.17,5,2,7.89,1.50,223,0.51,10.76,22.71,1.55,81.38
signal2-model22303-UMC-,6.57,-6.22,-3.28,18.82,5.80,7,2,5.57,1.17,339,0.36,5.38,10.53,1.18,66.41
