sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.65,-8.11,-4.46,51.97,15.37,3,2,7.08,2.09,351,0.45,12.81,28.60,2.21,79.05
signal1-model12330-TSM-,0.18,-18.93,-15.28,11.23,0.75,6,3,4.73,0.06,181,0.30,1.54,5.86,0.04,55.96
signal1-model1ICICIBC-IBN-,15.57,-7.86,-4.93,36.66,14.64,3,2,6.86,2.14,172,0.44,13.67,25.45,2.27,76.14
signal1-model1TTMT-TTM-,19.76,-11.76,-2.02,63.34,20.07,3,2,8.34,2.20,141,0.53,16.07,38.92,2.37,77.27
signal1-model1HDFCB-HDB-,12.17,-5.68,-3.66,48.64,11.72,5,3,8.35,1.42,213,0.53,10.44,22.87,1.46,68.34
signal1-model12303-UMC-,4.68,-11.54,-11.54,22.79,4.03,7,3,6.71,0.71,840,0.43,3.19,12.39,0.70,53.94
signal1-model2INFO-INFY-,14.25,-13.05,-13.05,44.74,14.07,3,2,6.69,2.03,567,0.43,12.39,30.10,2.13,87.44
signal1-model22330-TSM-,3.75,-6.71,-6.21,16.87,3.95,6,2,3.79,0.99,514,0.24,4.67,9.21,0.99,73.20
signal1-model2ICICIBC-IBN-,18.97,-4.46,3.28,40.24,18.09,3,2,7.75,2.28,63,0.50,17.24,28.10,2.45,88.72
signal1-model2TTMT-TTM-,22.11,-6.14,-4.96,64.21,22.49,3,1,9.05,2.25,75,0.58,17.19,45.40,2.44,85.86
signal1-model2HDFCB-HDB-,13.32,-6.01,-4.61,35.79,12.09,5,1,8.13,1.58,156,0.52,11.68,22.88,1.64,86.52
signal1-model22303-UMC-,10.30,-8.06,-4.02,28.43,10.12,7,2,6.37,1.57,151,0.41,9.69,18.87,1.62,76.40
signal2-model1INFO-INFY-,14.60,-8.55,-5.37,41.54,14.38,3,2,6.58,2.11,287,0.42,13.36,24.42,2.22,78.70
signal2-model12330-TSM-,-0.12,-21.43,-16.32,11.28,0.06,6,4,4.30,-0.01,391,0.28,0.52,7.17,-0.03,59.35
signal2-model1ICICIBC-IBN-,13.26,-11.54,-8.69,26.49,12.52,3,3,7.44,1.71,290,0.48,12.51,22.30,1.78,75.15
signal2-model1TTMT-TTM-,17.84,-8.57,-2.77,45.90,17.89,3,2,8.85,1.90,125,0.57,16.24,33.80,2.02,77.45
signal2-model1HDFCB-HDB-,13.01,-4.47,-0.14,55.82,12.17,5,3,7.90,1.59,147,0.51,10.78,21.83,1.65,70.61
signal2-model12303-UMC-,2.90,-8.82,-6.85,14.06,2.38,7,3,6.06,0.50,724,0.39,2.40,6.94,0.48,55.44
signal2-model2INFO-INFY-,13.21,-10.31,-9.80,34.49,13.09,3,2,6.37,1.98,429,0.41,11.70,26.28,2.07,82.59
signal2-model22330-TSM-,2.11,-15.81,-12.33,11.97,2.26,6,2,3.89,0.56,412,0.25,2.67,8.95,0.54,68.09
signal2-model2ICICIBC-IBN-,14.91,-9.31,-4.96,30.44,14.29,3,2,7.63,1.86,168,0.49,13.86,24.97,1.95,79.78
signal2-model2TTMT-TTM-,17.87,-10.94,-9.95,45.51,17.94,3,2,9.04,1.87,157,0.58,17.18,36.01,1.98,80.53
signal2-model2HDFCB-HDB-,12.21,-7.30,-5.47,44.04,11.15,5,2,7.90,1.50,223,0.51,10.64,22.71,1.55,81.31
signal2-model22303-UMC-,6.55,-6.22,-3.28,18.82,5.78,7,2,5.55,1.17,339,0.36,5.29,10.53,1.18,66.54
