sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,7.51,-6.62,-6.62,18.24,7.18,3,2,5.35,1.38,351,0.34,7.64,13.97,1.40,81.29
signal1-model12330-TSM-,0.16,-13.77,-9.46,6.19,0.19,3,3,3.89,0.06,470,0.25,0.51,4.52,0.04,63.24
signal1-model1ICICIBC-IBN-,8.36,-3.88,-0.67,20.89,8.11,2,2,4.94,1.65,266,0.32,8.06,14.42,1.69,83.94
signal1-model1TTMT-TTM-,12.50,-12.02,-3.50,30.12,12.20,2,3,6.75,1.78,290,0.43,10.50,21.45,1.85,85.19
signal1-model1HDFCB-HDB-,6.36,-4.82,-1.31,18.20,6.08,3,2,5.86,1.08,251,0.38,5.29,12.09,1.09,70.19
signal1-model12303-UMC-,4.12,-6.13,-5.29,24.29,3.84,3,2,6.16,0.69,470,0.39,2.28,10.38,0.67,57.25
signal1-model2INFO-INFY-,8.74,-6.52,-6.52,18.82,8.68,3,1,5.07,1.68,439,0.32,10.31,14.88,1.73,92.98
signal1-model22330-TSM-,1.65,-6.08,-5.91,7.69,1.58,3,1,3.19,0.53,514,0.20,1.64,5.18,0.52,75.00
signal1-model2ICICIBC-IBN-,8.29,-3.63,-2.18,28.56,8.34,2,1,5.25,1.54,168,0.34,7.41,15.36,1.58,88.78
signal1-model2TTMT-TTM-,15.26,-6.07,-6.07,39.05,14.86,2,1,7.26,1.99,123,0.46,13.30,24.93,2.10,95.19
signal1-model2HDFCB-HDB-,10.44,-4.77,-2.81,31.06,9.98,2,1,8.14,1.26,194,0.52,8.75,20.04,1.28,86.90
signal1-model22303-UMC-,8.31,-5.30,0.04,24.92,7.71,3,1,6.66,1.23,171,0.43,5.44,16.47,1.25,76.92
signal2-model1INFO-INFY-,5.83,-7.53,-7.53,17.29,5.74,3,1,4.81,1.20,361,0.31,6.71,12.44,1.21,79.07
signal2-model12330-TSM-,-0.34,-14.73,-7.51,4.67,-0.65,3,3,3.22,-0.09,506,0.21,-0.92,2.95,-0.11,59.35
signal2-model1ICICIBC-IBN-,8.14,-7.32,-6.69,21.72,7.85,2,2,5.05,1.58,456,0.32,7.69,14.62,1.61,82.55
signal2-model1TTMT-TTM-,10.35,-9.32,-7.78,30.00,10.03,2,2,6.94,1.45,330,0.44,8.43,20.51,1.49,80.54
signal2-model1HDFCB-HDB-,6.03,-4.82,-1.31,18.20,5.36,3,2,5.22,1.15,251,0.33,5.01,9.49,1.16,75.42
signal2-model12303-UMC-,1.36,-9.45,-6.07,12.77,1.01,3,2,5.35,0.28,1220,0.34,0.36,6.30,0.26,52.29
signal2-model2INFO-INFY-,6.15,-8.28,-8.28,17.53,6.08,3,1,4.74,1.28,448,0.30,6.53,13.04,1.30,83.01
signal2-model22330-TSM-,0.64,-10.35,-7.44,5.46,0.36,3,2,2.78,0.24,483,0.18,0.65,4.05,0.23,66.12
signal2-model2ICICIBC-IBN-,8.19,-7.13,-6.37,29.44,8.00,2,2,5.32,1.51,597,0.34,7.72,17.52,1.54,83.33
signal2-model2TTMT-TTM-,11.36,-10.80,-10.24,30.23,10.82,2,2,7.42,1.49,224,0.47,9.95,20.53,1.53,84.25
signal2-model2HDFCB-HDB-,8.54,-3.93,-2.95,31.06,7.57,2,1,7.48,1.13,243,0.48,6.87,14.03,1.14,83.46
signal2-model22303-UMC-,3.97,-5.45,-5.45,21.56,3.39,3,2,6.12,0.67,475,0.39,2.30,7.87,0.65,59.50
