sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.45,-8.11,-4.46,62.36,16.01,3,2,7.33,2.12,351,0.47,12.97,29.90,2.25,79.28
signal1-model12330-TSM-,0.01,-20.38,-15.28,11.23,0.51,6,5,4.86,0.03,181,0.31,1.49,5.82,0.00,55.35
signal1-model1ICICIBC-IBN-,16.32,-7.86,-4.93,39.92,15.04,3,2,7.10,2.17,172,0.45,13.96,25.81,2.30,76.53
signal1-model1TTMT-TTM-,20.44,-11.76,-2.02,63.34,20.39,3,2,8.42,2.25,141,0.54,16.22,39.14,2.43,77.64
signal1-model1HDFCB-HDB-,12.46,-5.68,-3.66,48.64,11.72,5,3,8.44,1.43,213,0.54,10.48,22.36,1.48,68.53
signal1-model12303-UMC-,4.25,-11.54,-11.54,22.79,4.14,7,3,6.74,0.65,840,0.43,3.30,12.37,0.63,54.26
signal1-model2INFO-INFY-,15.22,-13.05,-13.05,60.24,14.67,3,2,7.00,2.06,567,0.45,12.50,31.18,2.18,87.67
signal1-model22330-TSM-,3.06,-13.32,-13.09,16.87,3.67,6,2,4.33,0.72,514,0.28,4.46,9.21,0.71,72.44
signal1-model2ICICIBC-IBN-,19.68,-4.46,3.28,43.59,18.48,3,2,7.94,2.30,63,0.51,17.34,28.54,2.48,89.00
signal1-model2TTMT-TTM-,22.92,-6.14,-4.96,64.21,22.90,3,1,9.16,2.30,75,0.59,17.51,45.76,2.50,86.14
signal1-model2HDFCB-HDB-,13.86,-6.01,-4.61,35.79,12.35,5,1,8.43,1.58,156,0.54,11.80,23.00,1.64,86.67
signal1-model22303-UMC-,10.43,-8.06,-4.02,28.43,10.15,7,2,6.40,1.58,151,0.41,9.89,18.87,1.63,76.54
signal2-model1INFO-INFY-,15.42,-8.55,-5.37,47.99,14.81,3,2,6.85,2.13,287,0.44,13.53,26.22,2.25,78.92
signal2-model12330-TSM-,-0.21,-21.43,-16.32,11.28,-0.06,6,5,4.45,-0.02,391,0.29,0.31,7.16,-0.05,58.80
signal2-model1ICICIBC-IBN-,14.04,-11.54,-8.69,32.40,12.68,3,3,7.64,1.76,290,0.49,12.53,22.48,1.84,75.52
signal2-model1TTMT-TTM-,18.46,-8.57,-2.77,45.90,18.06,3,2,8.91,1.95,125,0.57,16.64,33.80,2.07,77.55
signal2-model1HDFCB-HDB-,13.30,-5.01,-0.14,55.82,12.22,5,3,8.07,1.59,147,0.52,10.87,21.67,1.65,70.62
signal2-model12303-UMC-,2.74,-8.82,-6.85,14.06,2.47,7,3,6.16,0.47,724,0.39,2.45,7.08,0.44,55.93
signal2-model2INFO-INFY-,14.20,-10.31,-9.80,48.20,13.55,3,2,6.70,2.01,429,0.43,12.07,27.04,2.12,82.83
signal2-model22330-TSM-,2.31,-15.81,-12.33,11.97,2.16,6,2,3.91,0.60,412,0.25,2.67,8.95,0.59,68.06
signal2-model2ICICIBC-IBN-,15.67,-9.31,-4.96,31.73,14.41,3,2,7.83,1.90,168,0.50,13.89,25.05,2.00,80.14
signal2-model2TTMT-TTM-,18.66,-10.94,-9.95,45.51,18.18,3,2,9.15,1.92,157,0.59,17.73,36.29,2.04,80.52
signal2-model2HDFCB-HDB-,12.52,-7.30,-5.47,44.04,11.28,5,2,8.07,1.50,223,0.52,10.96,22.70,1.55,81.36
signal2-model22303-UMC-,6.32,-6.22,-3.28,18.82,5.81,7,2,5.67,1.11,339,0.36,5.48,10.53,1.11,66.79
