sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.43,-8.11,-4.46,62.36,16.01,3,2,7.32,2.11,351,0.47,12.97,29.90,2.24,79.22
signal1-model12330-TSM-,0.01,-20.38,-15.28,11.23,0.50,6,5,4.86,0.03,181,0.31,1.48,5.82,0.00,55.35
signal1-model1ICICIBC-IBN-,16.31,-7.86,-4.93,39.92,15.05,3,2,7.09,2.17,172,0.45,13.96,25.81,2.30,76.53
signal1-model1TTMT-TTM-,20.42,-11.76,-2.02,63.34,20.39,3,2,8.41,2.25,141,0.54,16.22,39.14,2.43,77.64
signal1-model1HDFCB-HDB-,12.45,-5.68,-3.66,48.64,11.73,5,3,8.44,1.43,213,0.54,10.48,22.35,1.48,68.53
signal1-model12303-UMC-,4.24,-11.54,-11.54,22.79,4.15,7,3,6.73,0.65,840,0.43,3.30,12.36,0.63,54.26
signal1-model2INFO-INFY-,15.20,-13.05,-13.05,60.24,14.68,3,2,6.99,2.06,567,0.45,12.50,31.14,2.17,87.61
signal1-model22330-TSM-,3.06,-13.32,-13.09,16.87,3.66,6,2,4.33,0.72,514,0.28,4.46,9.21,0.71,72.44
signal1-model2ICICIBC-IBN-,19.67,-4.46,3.28,43.59,18.50,3,2,7.93,2.30,63,0.51,17.37,28.54,2.48,89.00
signal1-model2TTMT-TTM-,22.91,-6.14,-4.96,64.21,22.90,3,1,9.16,2.30,75,0.59,17.51,45.76,2.50,86.14
signal1-model2HDFCB-HDB-,13.85,-6.01,-4.61,35.79,12.37,5,1,8.42,1.58,156,0.54,11.80,23.00,1.64,86.67
signal1-model22303-UMC-,10.43,-8.06,-4.02,28.43,10.15,7,2,6.40,1.58,151,0.41,9.89,18.87,1.63,76.54
signal2-model1INFO-INFY-,15.39,-8.55,-5.37,47.99,14.82,3,2,6.85,2.12,287,0.44,13.53,26.14,2.25,78.87
signal2-model12330-TSM-,-0.21,-21.43,-16.32,11.28,-0.07,6,5,4.45,-0.02,391,0.29,0.31,7.16,-0.05,58.80
signal2-model1ICICIBC-IBN-,14.03,-11.54,-8.69,32.40,12.69,3,3,7.64,1.76,290,0.49,12.53,22.48,1.84,75.52
signal2-model1TTMT-TTM-,18.44,-8.57,-2.77,45.90,18.06,3,2,8.91,1.95,125,0.57,16.64,33.80,2.07,77.55
signal2-model1HDFCB-HDB-,13.29,-5.01,-0.14,55.82,12.22,5,3,8.06,1.59,147,0.52,10.87,21.66,1.65,70.48
signal2-model12303-UMC-,2.86,-8.82,-6.85,14.06,2.48,7,3,6.18,0.49,724,0.40,2.45,7.08,0.46,56.04
signal2-model2INFO-INFY-,14.18,-10.31,-9.80,48.20,13.55,3,2,6.70,2.01,429,0.43,12.09,27.04,2.12,82.77
signal2-model22330-TSM-,2.31,-15.81,-12.33,11.97,2.16,6,2,3.91,0.60,412,0.25,2.67,8.95,0.59,68.06
signal2-model2ICICIBC-IBN-,15.66,-9.31,-4.96,31.73,14.42,3,2,7.83,1.90,168,0.50,13.89,25.05,2.00,80.14
signal2-model2TTMT-TTM-,18.64,-10.94,-9.95,45.51,18.19,3,2,9.15,1.91,157,0.59,17.93,36.29,2.04,80.52
signal2-model2HDFCB-HDB-,12.51,-7.30,-5.47,44.04,11.29,5,2,8.06,1.50,223,0.52,10.96,22.69,1.55,81.08
signal2-model22303-UMC-,6.44,-6.22,-3.28,18.82,5.81,7,2,5.68,1.13,339,0.36,5.48,10.53,1.13,66.92
