sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,8.29,-6.62,-6.62,25.09,7.39,3,2,5.70,1.43,351,0.37,7.76,13.98,1.45,81.53
signal1-model12330-TSM-,0.33,-13.77,-9.46,6.19,0.06,3,3,3.92,0.10,470,0.25,0.41,4.47,0.09,63.04
signal1-model1ICICIBC-IBN-,9.04,-3.88,-0.67,22.66,8.30,2,2,5.30,1.66,266,0.34,8.07,15.02,1.71,84.17
signal1-model1TTMT-TTM-,12.79,-12.02,-3.50,31.16,12.41,2,3,6.81,1.80,290,0.44,10.56,21.72,1.88,85.40
signal1-model1HDFCB-HDB-,6.58,-4.82,-1.31,18.20,6.02,3,2,6.03,1.09,251,0.39,5.29,12.09,1.09,69.75
signal1-model12303-UMC-,3.59,-10.61,-5.29,24.29,3.77,3,2,6.35,0.59,470,0.41,2.28,10.26,0.56,58.04
signal1-model2INFO-INFY-,9.51,-6.52,-6.52,24.06,8.84,3,1,5.45,1.70,439,0.35,10.35,15.15,1.75,93.10
signal1-model22330-TSM-,1.46,-6.50,-5.91,7.69,1.47,3,1,3.21,0.47,514,0.21,1.62,5.18,0.46,73.97
signal1-model2ICICIBC-IBN-,8.98,-3.63,-2.18,28.56,8.50,2,1,5.58,1.57,168,0.36,7.77,16.24,1.61,89.00
signal1-model2TTMT-TTM-,15.50,-6.07,-6.07,39.05,15.09,2,1,7.30,2.01,123,0.47,13.39,25.43,2.12,95.28
signal1-model2HDFCB-HDB-,11.24,-4.77,-2.81,31.06,9.95,2,1,8.82,1.25,194,0.56,8.75,20.04,1.28,86.90
signal1-model22303-UMC-,8.17,-5.30,0.04,24.92,7.80,3,1,6.60,1.22,171,0.42,5.76,16.47,1.24,76.92
signal2-model1INFO-INFY-,6.63,-7.53,-7.53,17.29,5.84,3,1,5.21,1.26,361,0.33,6.79,12.63,1.27,79.31
signal2-model12330-TSM-,-0.45,-14.73,-7.51,4.67,-0.66,3,3,3.21,-0.12,506,0.21,-0.94,2.95,-0.14,58.60
signal2-model1ICICIBC-IBN-,8.83,-7.32,-6.69,22.53,8.05,2,2,5.39,1.60,456,0.34,7.72,15.09,1.64,82.78
signal2-model1TTMT-TTM-,10.67,-9.32,-7.78,31.34,10.28,2,2,7.00,1.48,330,0.45,8.56,20.83,1.52,80.79
signal2-model1HDFCB-HDB-,6.52,-4.82,-1.31,18.20,5.44,3,2,5.45,1.19,251,0.35,5.11,9.50,1.20,75.69
signal2-model12303-UMC-,1.14,-9.45,-6.07,12.77,0.95,3,2,5.40,0.24,1220,0.35,0.31,6.06,0.21,53.46
signal2-model2INFO-INFY-,6.95,-8.28,-8.28,17.53,6.18,3,1,5.15,1.33,448,0.33,6.71,13.11,1.35,83.23
signal2-model22330-TSM-,0.53,-10.35,-7.44,5.46,0.34,3,2,2.78,0.20,483,0.18,0.65,4.05,0.19,65.57
signal2-model2ICICIBC-IBN-,8.88,-7.13,-6.37,29.44,8.17,2,2,5.65,1.53,597,0.36,7.74,17.59,1.57,83.58
signal2-model2TTMT-TTM-,11.66,-10.80,-10.24,35.59,11.13,2,2,7.46,1.52,224,0.48,9.98,21.24,1.56,84.50
signal2-model2HDFCB-HDB-,8.99,-3.93,-2.95,31.06,7.62,2,1,7.61,1.17,243,0.49,6.87,14.10,1.18,83.72
signal2-model22303-UMC-,3.70,-5.45,-5.45,21.56,3.40,3,2,6.15,0.62,475,0.39,2.30,7.56,0.60,60.63
