secID,ticker,exchangeCD,secShortName,secShortNameEN,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,settlePrice,closePrice,turnoverVol,turnoverValue,openInt,chg,chg1,chgPct,mainCon,smainCon
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-17,TS,L3,99.36,99.36,99.4,99.405,99.075,99.14,99.16,8559.0,16991300000.0,2973.0,-0.2,-0.22,-0.00201288,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-20,TS,L3,99.14,99.16,99.1,99.26,99.1,99.21,99.215,1865.0,3700480000.0,3172.0,0.075,0.07,0.00075651,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-21,TS,L3,99.21,99.215,99.185,99.235,99.12,99.195,99.185,1339.0,2655870000.0,3265.0,-0.025,-0.015,-0.00025199,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-22,TS,L3,99.195,99.185,99.235,99.29,99.19,99.195,99.2,1225.0,2431460000.0,3554.0,0.005,0.0,5.041e-05,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-23,TS,L3,99.195,99.2,99.28,99.28,99.225,99.245,99.275,819.0,1625810000.0,3480.0,0.08,0.05,0.00080649,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-24,TS,L3,99.245,99.275,99.305,99.38,99.29,99.325,99.31,464.0,921897000.0,3359.0,0.065,0.08,0.00065494,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-27,TS,L3,99.325,99.31,99.27,99.3,99.205,99.275,99.27,671.0,1331990000.0,3559.0,-0.055,-0.05,-0.00055374,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-28,TS,L3,99.275,99.27,99.215,99.315,99.185,99.29,99.275,574.0,1139350000.0,3537.0,0.0,0.015,0.0,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-29,TS,L3,99.289,99.275,99.27,99.32,99.225,99.31,99.31,210.0,417035000.0,3525.0,0.021,0.021,0.00021150000000000002,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-30,TS,L3,99.31,99.31,99.335,99.435,99.3,99.345,99.365,533.0,1058850000.0,3425.0,0.055,0.035,0.00055382,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-08-31,TS,L3,99.345,99.365,99.36,99.4,99.315,99.385,99.375,239.0,475046000.0,3338.0,0.03,0.04,0.00030198,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-03,TS,L3,99.385,99.375,99.35,99.365,99.31,99.315,99.33,108.0,214576000.0,3310.0,-0.055,-0.07,-0.0005534,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-04,TS,L3,99.315,99.33,99.315,99.315,99.265,99.275,99.28,90.0,178711000.0,3307.0,-0.035,-0.04,-0.00035241,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-05,TS,L3,99.275,99.28,99.29,99.315,99.275,99.28,99.275,109.0,216458000.0,3311.0,0.0,0.005,0.0,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-06,TS,L3,99.28,99.275,99.29,99.305,99.265,99.28,99.27,204.0,405067000.0,3267.0,-0.01,0.0,-0.00010073,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-07,TS,L3,99.28,99.27,99.26,99.28,99.245,99.265,99.255,360.0,714716000.0,3257.0,-0.025,-0.015,-0.00025181,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-10,TS,L3,99.265,99.255,99.25,99.275,99.22,99.24,99.25,393.0,780094000.0,3233.0,-0.015,-0.025,-0.00015111,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-11,TS,L3,99.24,99.25,99.26,99.265,99.205,99.225,99.24,383.0,760068000.0,3261.0,0.0,-0.015,0.0,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-12,TS,L3,99.225,99.24,99.25,99.255,99.22,99.24,99.24,365.0,724440000.0,3188.0,0.015,0.015,0.00015117,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-13,TS,L3,99.24,99.24,99.225,99.31,99.22,99.28,99.27,267.0,530071000.0,3121.0,0.03,0.04,0.00030230000000000003,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-14,TS,L3,99.28,99.27,99.295,99.305,99.275,99.3,99.3,129.0,256178000.0,3080.0,0.02,0.02,0.00020145,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-17,TS,L3,99.3,99.3,99.405,99.405,99.325,99.34,99.345,163.0,323865000.0,3118.0,0.045,0.04,0.00045317,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-18,TS,L3,99.34,99.345,99.385,99.385,99.335,99.345,99.34,126.0,250362000.0,3123.0,0.0,0.005,0.0,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-19,TS,L3,99.345,99.34,99.35,99.375,99.31,99.315,99.31,262.0,520474000.0,3112.0,-0.035,-0.03,-0.00035231,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-20,TS,L3,99.315,99.31,99.27,99.3,99.25,99.28,99.275,163.0,323670000.0,3101.0,-0.04,-0.035,-0.00040276,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-21,TS,L3,99.28,99.275,99.27,99.32,99.27,99.3,99.32,140.0,278012000.0,3038.0,0.04,0.02,0.0004029,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-25,TS,L3,99.3,99.32,99.305,99.33,99.28,99.29,99.295,136.0,270090000.0,3066.0,-0.005,-0.01,-5.035e-05,1.0,0.0
TS1812.CCFX,TS1812,CCFX,2年期国债期货1812,2 Year Treasury Bond 1812,2018-09-26,TS,L3,99.289,99.295,99.28,99.345,99.275,99.335,99.34,168.0,333667000.0,3058.0,0.051,0.046,0.00051365,1.0,0.0
